File;Step;Nome;Emotion;pitAve;pitDir;pitDyn;pitJit;intAve;intDyn;intJit;spcSlo;spcJit
13a02Ta;Unique;291;Sad;14.550;-0.722;112.701;499.900;74.039;134.636;257.794;-18.389;408.900
13a02Wa;Unique;292;Ang;16.879;-0.130;59.166;229.086;71.716;172.965;211.365;-10.661;276.293
13a04Ac;Unique;293;Fea;13.404;-1.489;71.508;480.795;77.755;133.279;143.420;-23.465;256.754
13a04Ac;Unique;293;Fea;13.404;-1.489;71.508;480.795;77.755;133.279;143.420;-23.465;256.754
13a04Fc;Unique;294;Hap;18.706;-0.577;58.000;255.675;72.473;164.325;162.524;-16.010;241.979
13a04Fc;Unique;294;Hap;18.706;-0.577;58.000;255.675;72.473;164.325;162.524;-16.010;241.979
13a04Lb;Unique;295;Bor;9.461;-1.053;34.232;212.312;76.524;81.862;74.579;-24.146;233.025
13a04Lb;Unique;295;Bor;9.461;-1.053;34.232;212.312;76.524;81.862;74.579;-24.146;233.025
13a04Ta;Unique;296;Sad;7.417;-0.586;23.651;358.066;80.558;69.520;67.524;-27.065;254.182
13a04Ta;Unique;296;Sad;7.417;-0.586;23.651;358.066;80.558;69.520;67.524;-27.065;254.182
13a04Wc;Unique;297;Ang;16.884;-0.960;59.141;332.368;72.807;162.400;148.457;-10.756;225.987
13a05Aa;Unique;298;Fea;12.572;-0.239;45.034;322.827;80.737;140.367;148.415;-28.813;399.076
13a05Aa;Unique;298;Fea;12.572;-0.239;45.034;322.827;80.737;140.367;148.415;-28.813;399.076
13a05Ea;Unique;299;Dis;12.885;0.132;53.259;299.391;78.152;130.097;114.089;-21.884;240.338
13a05Ea;Unique;299;Dis;12.885;0.132;53.259;299.391;78.152;130.097;114.089;-21.884;240.338
13a05Lc;Unique;300;Bor;9.444;-0.366;23.889;215.564;78.050;75.404;61.993;-28.693;234.487
13a05Lc;Unique;300;Bor;9.444;-0.366;23.889;215.564;78.050;75.404;61.993;-28.693;234.487
13a05Nb;Unique;301;Neu;11.444;-0.521;31.251;192.074;75.237;84.657;89.606;-32.117;326.389
13a05Nb;Unique;301;Neu;11.444;-0.521;31.251;192.074;75.237;84.657;89.606;-32.117;326.389
13a05Tc;Unique;302;Sad;11.327;-0.210;52.230;232.041;75.707;88.478;145.104;-23.152;371.953
13a05Tc;Unique;302;Sad;11.327;-0.210;52.230;232.041;75.707;88.478;145.104;-23.152;371.953
13a05Wa;Unique;303;Ang;16.008;-0.532;47.701;177.172;73.700;151.998;173.341;-17.589;300.701
13a05Wc;Unique;304;Ang;22.427;0.413;58.630;223.778;72.379;202.503;213.710;-10.266;355.211
13a07Fd;Unique;305;Hap;19.957;-1.304;55.333;238.544;75.268;141.630;139.567;-19.427;236.968
13a07Fd;Unique;305;Hap;19.957;-1.304;55.333;238.544;75.268;141.630;139.567;-19.427;236.968
13a07Lb;Unique;306;Bor;9.576;-0.417;32.075;124.653;79.922;84.477;61.819;-29.398;233.406
13a07Lb;Unique;306;Bor;9.576;-0.417;32.075;124.653;79.922;84.477;61.819;-29.398;233.406
13a07Na;Unique;307;Neu;9.680;-1.596;43.431;260.515;79.638;116.460;100.713;-29.899;260.357
13a07Na;Unique;307;Neu;9.680;-1.596;43.431;260.515;79.638;116.460;100.713;-29.899;260.357
13a07Tc;Unique;308;Sad;8.514;-0.329;41.315;175.400;82.281;140.292;112.902;-32.793;302.653
13a07Tc;Unique;308;Sad;8.514;-0.329;41.315;175.400;82.281;140.292;112.902;-32.793;302.653
13a07Wb;Unique;309;Ang;17.901;-1.157;59.747;141.617;71.244;155.663;137.140;-17.896;254.002
13b01Ab;Unique;310;Fea;16.492;-2.232;44.719;239.276;81.958;113.275;122.197;-24.908;273.475
13b01Ab;Unique;310;Fea;16.492;-2.232;44.719;239.276;81.958;113.275;122.197;-24.908;273.475
13b01Ec;Unique;311;Dis;11.803;-0.960;56.491;277.779;82.179;96.234;90.863;-26.363;256.971
13b01Ec;Unique;311;Dis;11.803;-0.960;56.491;277.779;82.179;96.234;90.863;-26.363;256.971
13b01Fc;Unique;312;Hap;19.064;-1.196;58.519;189.314;77.752;156.221;156.309;-24.892;279.313
13b01Fc;Unique;312;Hap;19.064;-1.196;58.519;189.314;77.752;156.221;156.309;-24.892;279.313
13b01Ld;Unique;313;Bor;9.990;-1.787;28.604;337.386;77.929;59.898;71.337;-28.506;257.977
13b01Ld;Unique;313;Bor;9.990;-1.787;28.604;337.386;77.929;59.898;71.337;-28.506;257.977
13b01Nc;Unique;314;Neu;9.446;-2.495;35.079;68.147;81.021;99.614;79.272;-31.138;243.109
13b01Nc;Unique;314;Neu;9.446;-2.495;35.079;68.147;81.021;99.614;79.272;-31.138;243.109
13b01Wa;Unique;315;Ang;18.219;-1.663;49.812;211.021;78.177;148.529;164.892;-16.815;295.922
13b02Fb;Unique;316;Hap;14.037;0.011;52.662;198.361;75.168;131.073;101.672;-22.342;297.885
13b02Fb;Unique;316;Hap;14.037;0.011;52.662;198.361;75.168;131.073;101.672;-22.342;297.885
13b02Lc;Unique;317;Bor;8.275;-0.572;25.127;141.105;77.438;87.637;72.687;-27.799;260.369
13b02Lc;Unique;317;Bor;8.275;-0.572;25.127;141.105;77.438;87.637;72.687;-27.799;260.369
13b02Nb;Unique;318;Neu;8.936;-0.148;48.022;335.607;78.712;143.487;114.031;-26.845;312.146
13b02Nb;Unique;318;Neu;8.936;-0.148;48.022;335.607;78.712;143.487;114.031;-26.845;312.146
13b02Wa;Unique;319;Ang;18.440;-0.435;54.931;76.701;76.868;147.161;175.626;-12.585;277.704
13b03Ac;Unique;320;Fea;13.921;-0.624;49.921;343.525;78.621;137.304;117.699;-25.213;301.816
13b03Ac;Unique;320;Fea;13.921;-0.624;49.921;343.525;78.621;137.304;117.699;-25.213;301.816
13b03Ed;Unique;321;Dis;9.368;-0.491;35.228;357.343;77.440;81.384;79.575;-26.780;295.157
13b03Ed;Unique;321;Dis;9.368;-0.491;35.228;357.343;77.440;81.384;79.575;-26.780;295.157
13b03Fd;Unique;322;Hap;18.939;-0.425;58.983;374.646;73.400;154.856;161.722;-18.304;321.020
13b03Fd;Unique;322;Hap;18.939;-0.425;58.983;374.646;73.400;154.856;161.722;-18.304;321.020
13b03Lb;Unique;323;Bor;8.117;-0.973;28.728;127.984;78.015;69.342;63.834;-27.594;264.946
13b03Lb;Unique;323;Bor;8.117;-0.973;28.728;127.984;78.015;69.342;63.834;-27.594;264.946
13b03Na;Unique;324;Neu;10.411;-0.454;35.190;269.334;80.565;118.380;106.431;-29.013;325.269
13b03Na;Unique;324;Neu;10.411;-0.454;35.190;269.334;80.565;118.380;106.431;-29.013;325.269
13b03Td;Unique;325;Sad;7.929;-1.059;36.625;224.160;79.692;82.532;87.153;-28.282;330.984
13b03Td;Unique;325;Sad;7.929;-1.059;36.625;224.160;79.692;82.532;87.153;-28.282;330.984
13b03Wc;Unique;326;Ang;19.631;-0.662;69.247;232.873;72.449;157.793;160.904;-14.312;324.404
13b09Ab;Unique;327;Fea;14.164;-0.667;31.269;23.598;81.124;117.862;95.226;-25.596;284.005
13b09Ab;Unique;327;Fea;14.164;-0.667;31.269;23.598;81.124;117.862;95.226;-25.596;284.005
13b09Ec;Unique;328;Dis;10.150;-1.085;52.659;279.588;81.104;104.882;100.238;-25.609;260.793
13b09Ec;Unique;328;Dis;10.150;-1.085;52.659;279.588;81.104;104.882;100.238;-25.609;260.793
13b09Fb;Unique;329;Hap;17.945;-0.386;62.523;140.840;74.428;154.958;121.873;-21.213;309.536
13b09Fb;Unique;329;Hap;17.945;-0.386;62.523;140.840;74.428;154.958;121.873;-21.213;309.536
13b09Fc;Unique;330;Hap;15.032;-0.720;49.466;173.236;78.651;109.239;102.116;-23.618;240.159
13b09Fc;Unique;330;Hap;15.032;-0.720;49.466;173.236;78.651;109.239;102.116;-23.618;240.159
13b09La;Unique;331;Bor;8.424;-0.866;22.459;84.947;78.328;78.035;71.149;-27.781;209.963
13b09La;Unique;331;Bor;8.424;-0.866;22.459;84.947;78.328;78.035;71.149;-27.781;209.963
13b09Na;Unique;332;Neu;11.146;-0.333;42.950;222.667;78.772;112.741;106.970;-27.756;280.853
13b09Na;Unique;332;Neu;11.146;-0.333;42.950;222.667;78.772;112.741;106.970;-27.756;280.853
13b09Wa;Unique;333;Ang;20.476;-0.098;49.459;61.819;73.371;192.137;202.963;-13.116;319.805
13b10Ec;Unique;334;Dis;12.083;0.061;46.308;191.896;75.206;100.978;84.337;-22.739;237.944
13b10Ec;Unique;334;Dis;12.083;0.061;46.308;191.896;75.206;100.978;84.337;-22.739;237.944
13b10Fa;Unique;335;Hap;16.968;-0.925;55.222;327.579;74.235;137.286;122.114;-21.757;271.125
13b10Fa;Unique;335;Hap;16.968;-0.925;55.222;327.579;74.235;137.286;122.114;-21.757;271.125
13b10La;Unique;336;Bor;9.467;-0.650;23.349;112.333;78.796;87.520;65.828;-28.701;209.569
13b10La;Unique;336;Bor;9.467;-0.650;23.349;112.333;78.796;87.520;65.828;-28.701;209.569
13b10Nc;Unique;337;Neu;9.653;-0.713;37.354;255.984;78.477;109.357;85.905;-28.977;239.005
13b10Nc;Unique;337;Neu;9.653;-0.713;37.354;255.984;78.477;109.357;85.905;-28.977;239.005
13b10Wa;Unique;338;Ang;18.224;-0.612;65.064;122.869;75.999;163.492;161.142;-14.706;263.076
13b10Wc;Unique;339;Ang;20.565;-0.434;66.409;363.192;71.119;155.639;156.660;-13.015;248.666
14a01Aa;Unique;340;Fea;13.802;1.171;34.780;82.373;78.452;100.251;106.412;-22.597;287.176
14a01Aa;Unique;340;Fea;13.802;1.171;34.780;82.373;78.452;100.251;106.412;-22.597;287.176
14a01Ac;Unique;341;Fea;17.753;-0.296;40.004;32.328;78.169;132.230;142.900;-16.036;248.594
14a01Ac;Unique;341;Fea;17.753;-0.296;40.004;32.328;78.169;132.230;142.900;-16.036;248.594
14a01Ea;Unique;342;Dis;11.532;-0.829;42.249;136.291;76.139;84.311;72.151;-19.255;197.388
14a01Ea;Unique;342;Dis;11.532;-0.829;42.249;136.291;76.139;84.311;72.151;-19.255;197.388
14a01Na;Unique;343;Neu;6.510;-0.944;35.240;317.751;78.086;116.843;133.594;-28.743;360.464
14a01Na;Unique;343;Neu;6.510;-0.944;35.240;317.751;78.086;116.843;133.594;-28.743;360.464
14a01Wa;Unique;344;Ang;16.814;-0.912;37.223;45.717;75.674;129.376;149.232;-9.604;192.831
14a01Wc;Unique;345;Ang;15.224;0.762;64.415;421.748;74.075;134.083;166.230;-15.172;257.520
14a02Ab;Unique;346;Fea;14.110;-0.398;71.586;325.913;75.575;151.621;137.035;-21.352;292.714
14a02Ab;Unique;346;Fea;14.110;-0.398;71.586;325.913;75.575;151.621;137.035;-21.352;292.714
14a02Ea;Unique;347;Dis;12.474;-0.805;47.244;123.255;74.129;93.914;89.792;-19.794;195.108
14a02Ea;Unique;347;Dis;12.474;-0.805;47.244;123.255;74.129;93.914;89.792;-19.794;195.108
14a02Fd;Unique;348;Hap;17.019;-0.592;56.912;98.098;76.661;129.729;132.996;-16.926;239.334
14a02Fd;Unique;348;Hap;17.019;-0.592;56.912;98.098;76.661;129.729;132.996;-16.926;239.334
14a02La;Unique;349;Bor;8.038;-1.075;31.152;209.201;78.027;123.464;102.193;-28.608;266.471
14a02La;Unique;349;Bor;8.038;-1.075;31.152;209.201;78.027;123.464;102.193;-28.608;266.471
14a02Nc;Unique;350;Neu;10.231;-0.631;35.071;120.753;78.894;132.998;127.220;-26.843;288.116
14a02Nc;Unique;350;Neu;10.231;-0.631;35.071;120.753;78.894;132.998;127.220;-26.843;288.116
14a02Tb;Unique;351;Sad;3.830;-0.078;45.340;215.861;81.040;61.268;64.089;-28.093;266.670
14a02Tb;Unique;351;Sad;3.830;-0.078;45.340;215.861;81.040;61.268;64.089;-28.093;266.670
14a02Wa;Unique;352;Ang;16.871;-1.605;60.077;125.163;72.044;130.411;131.056;-13.182;183.377
14a02Wc;Unique;353;Ang;16.278;-1.008;62.348;250.091;71.708;139.338;145.847;-11.467;232.375
14a04Aa;Unique;354;Fea;12.772;-1.124;74.482;402.409;74.487;159.253;179.887;-19.871;308.733
14a04Aa;Unique;354;Fea;12.772;-1.124;74.482;402.409;74.487;159.253;179.887;-19.871;308.733
14a04Ed;Unique;355;Dis;13.272;0.185;61.170;338.139;73.520;99.656;107.288;-18.105;234.329
14a04Ed;Unique;355;Dis;13.272;0.185;61.170;338.139;73.520;99.656;107.288;-18.105;234.329
14a04Lb;Unique;356;Bor;8.395;-1.548;42.019;153.354;73.523;102.775;108.639;-25.514;257.998
14a04Lb;Unique;356;Bor;8.395;-1.548;42.019;153.354;73.523;102.775;108.639;-25.514;257.998
14a04Tb;Unique;357;Sad;5.496;-0.154;39.358;833.636;75.367;147.788;157.904;-29.848;265.635
14a04Tb;Unique;357;Sad;5.496;-0.154;39.358;833.636;75.367;147.788;157.904;-29.848;265.635
14a04Tc;Unique;358;Sad;4.108;-0.594;31.304;801.888;73.317;101.477;136.136;-29.095;224.877
14a04Tc;Unique;358;Sad;4.108;-0.594;31.304;801.888;73.317;101.477;136.136;-29.095;224.877
14a04Wb;Unique;359;Ang;17.405;-0.302;73.775;259.551;74.330;145.207;140.200;-13.154;272.484
14a04Wc;Unique;360;Ang;21.683;-0.016;51.500;89.223;72.012;175.918;179.141;-10.473;262.841
14a05Aa;Unique;361;Fea;14.677;-0.870;53.734;380.602;77.866;148.860;143.742;-25.550;409.612
14a05Aa;Unique;361;Fea;14.677;-0.870;53.734;380.602;77.866;148.860;143.742;-25.550;409.612
14a05Ac;Unique;362;Fea;19.551;-0.338;57.133;271.752;75.459;125.942;138.114;-18.694;306.693
14a05Ac;Unique;362;Fea;19.551;-0.338;57.133;271.752;75.459;125.942;138.114;-18.694;306.693
14a05Fa;Unique;363;Hap;18.428;0.023;71.260;163.933;73.979;179.897;176.139;-16.579;357.251
14a05Fa;Unique;363;Hap;18.428;0.023;71.260;163.933;73.979;179.897;176.139;-16.579;357.251
14a05Fb;Unique;364;Hap;16.368;-0.111;60.136;229.617;71.842;158.093;157.045;-17.180;383.026
14a05Fb;Unique;364;Hap;16.368;-0.111;60.136;229.617;71.842;158.093;157.045;-17.180;383.026
14a05Lb;Unique;365;Bor;6.946;-1.226;25.755;101.321;73.092;90.938;88.214;-27.876;256.218
14a05Lb;Unique;365;Bor;6.946;-1.226;25.755;101.321;73.092;90.938;88.214;-27.876;256.218
14a05Na;Unique;366;Neu;8.063;-0.848;42.361;372.810;78.000;122.134;136.059;-28.067;434.994
14a05Na;Unique;366;Neu;8.063;-0.848;42.361;372.810;78.000;122.134;136.059;-28.067;434.994
14a05Ta;Unique;367;Sad;3.078;-0.367;49.876;366.438;77.943;51.058;77.201;-26.153;265.893
14a05Ta;Unique;367;Sad;3.078;-0.367;49.876;366.438;77.943;51.058;77.201;-26.153;265.893
14a05Tc;Unique;368;Sad;3.896;-0.815;31.048;199.319;76.485;82.616;70.838;-27.706;295.521
14a05Tc;Unique;368;Sad;3.896;-0.815;31.048;199.319;76.485;82.616;70.838;-27.706;295.521
14a05Wa;Unique;369;Ang;17.838;-0.744;61.810;158.695;75.125;163.115;168.919;-13.747;261.265
14a05Wb;Unique;370;Ang;18.736;-0.240;59.405;335.129;74.459;188.296;194.364;-10.774;361.230
14a07Aa;Unique;371;Fea;14.255;-1.008;64.455;377.915;78.082;118.676;115.029;-27.041;279.575
14a07Aa;Unique;371;Fea;14.255;-1.008;64.455;377.915;78.082;118.676;115.029;-27.041;279.575
14a07Eb;Unique;372;Dis;11.613;-0.440;38.387;159.846;77.265;95.373;86.408;-24.738;206.434
14a07Eb;Unique;372;Dis;11.613;-0.440;38.387;159.846;77.265;95.373;86.408;-24.738;206.434
14a07Fd;Unique;373;Hap;16.653;-0.949;65.230;145.955;72.920;168.483;171.881;-19.491;285.762
14a07Fd;Unique;373;Hap;16.653;-0.949;65.230;145.955;72.920;168.483;171.881;-19.491;285.762
14a07Lc;Unique;374;Bor;11.724;-1.402;45.056;171.046;80.911;121.880;85.120;-29.537;227.293
14a07Lc;Unique;374;Bor;11.724;-1.402;45.056;171.046;80.911;121.880;85.120;-29.537;227.293
14a07Ld;Unique;375;Bor;9.602;-0.627;39.078;196.584;79.974;103.503;72.971;-30.180;232.427
14a07Ld;Unique;375;Bor;9.602;-0.627;39.078;196.584;79.974;103.503;72.971;-30.180;232.427
14a07Na;Unique;376;Neu;7.398;-1.129;30.959;162.500;79.106;121.881;97.716;-29.815;322.530
14a07Na;Unique;376;Neu;7.398;-1.129;30.959;162.500;79.106;121.881;97.716;-29.815;322.530
14a07Tc;Unique;377;Sad;7.148;0.271;38.831;292.986;77.503;103.611;83.336;-28.615;247.952
14a07Tc;Unique;377;Sad;7.148;0.271;38.831;292.986;77.503;103.611;83.336;-28.615;247.952
14a07Wc;Unique;378;Ang;17.900;-1.122;69.370;200.196;71.981;178.790;152.900;-16.612;248.332
14b01Ac;Unique;379;Fea;19.919;-0.584;43.578;225.229;75.186;142.626;136.271;-19.707;280.706
14b01Ac;Unique;379;Fea;19.919;-0.584;43.578;225.229;75.186;142.626;136.271;-19.707;280.706
14b01Eb;Unique;380;Dis;11.166;-0.747;45.668;287.123;76.760;113.640;106.038;-22.290;343.884
14b01Eb;Unique;380;Dis;11.166;-0.747;45.668;287.123;76.760;113.640;106.038;-22.290;343.884
14b01Fa;Unique;381;Hap;15.414;-1.062;51.952;146.690;72.095;143.721;157.806;-18.278;365.818
14b01Fa;Unique;381;Hap;15.414;-1.062;51.952;146.690;72.095;143.721;157.806;-18.278;365.818
14b01Fc;Unique;382;Hap;19.714;-1.625;77.546;347.968;72.258;200.181;239.988;-16.520;325.285
14b01Fc;Unique;382;Hap;19.714;-1.625;77.546;347.968;72.258;200.181;239.988;-16.520;325.285
14b01Na;Unique;383;Neu;9.303;-1.345;42.816;177.906;80.382;124.865;139.984;-29.803;351.443
14b01Na;Unique;383;Neu;9.303;-1.345;42.816;177.906;80.382;124.865;139.984;-29.803;351.443
14b01Wc;Unique;384;Ang;16.130;-0.147;81.093;389.454;75.201;154.658;164.139;-16.642;333.910
14b02Aa;Unique;385;Fea;16.442;-0.342;88.304;303.247;73.214;151.837;155.340;-19.885;314.386
14b02Aa;Unique;385;Fea;16.442;-0.342;88.304;303.247;73.214;151.837;155.340;-19.885;314.386
14b02Fb;Unique;386;Hap;18.889;0.447;58.527;274.932;73.627;183.097;218.327;-16.012;367.863
14b02Fb;Unique;386;Hap;18.889;0.447;58.527;274.932;73.627;183.097;218.327;-16.012;367.863
14b02Na;Unique;387;Neu;8.650;-0.873;31.684;70.946;77.791;112.258;102.866;-27.373;269.547
14b02Na;Unique;387;Neu;8.650;-0.873;31.684;70.946;77.791;112.258;102.866;-27.373;269.547
14b02Tc;Unique;388;Sad;4.151;-0.490;40.892;338.351;78.725;85.179;70.828;-23.123;256.404
14b02Tc;Unique;388;Sad;4.151;-0.490;40.892;338.351;78.725;85.179;70.828;-23.123;256.404
14b02Wb;Unique;389;Ang;16.123;-0.128;65.005;407.002;73.544;182.696;168.924;-16.891;354.642
14b02Wd;Unique;390;Ang;12.459;-0.630;46.188;226.685;73.929;168.496;180.140;-15.945;329.526
14b03Ad;Unique;391;Fea;15.577;-0.867;43.388;180.582;75.678;119.517;140.334;-21.114;294.899
14b03Ad;Unique;391;Fea;15.577;-0.867;43.388;180.582;75.678;119.517;140.334;-21.114;294.899
14b03Ed;Unique;392;Dis;14.001;-0.301;41.457;187.370;76.317;104.515;100.525;-20.342;281.511
14b03Ed;Unique;392;Dis;14.001;-0.301;41.457;187.370;76.317;104.515;100.525;-20.342;281.511
14b03Lb;Unique;393;Bor;9.887;-1.022;31.272;125.341;73.909;95.697;91.320;-25.619;261.974
14b03Lb;Unique;393;Bor;9.887;-1.022;31.272;125.341;73.909;95.697;91.320;-25.619;261.974
14b03Ta;Unique;394;Sad;4.982;-1.165;30.158;346.896;78.648;49.828;62.371;-25.579;289.102
14b03Ta;Unique;394;Sad;4.982;-1.165;30.158;346.896;78.648;49.828;62.371;-25.579;289.102
14b03Wb;Unique;395;Ang;17.824;-0.120;62.362;200.714;71.212;177.309;171.517;-16.138;381.226
14b09Ac;Unique;396;Fea;15.053;-0.132;63.116;354.525;78.857;147.903;140.892;-24.023;272.649
14b09Ac;Unique;396;Fea;15.053;-0.132;63.116;354.525;78.857;147.903;140.892;-24.023;272.649
14b09Ea;Unique;397;Dis;12.791;0.041;54.400;289.330;76.011;105.590;102.800;-22.491;259.608
14b09Ea;Unique;397;Dis;12.791;0.041;54.400;289.330;76.011;105.590;102.800;-22.491;259.608
14b09Fc;Unique;398;Hap;14.422;-0.300;48.112;154.019;68.846;186.748;193.754;-14.655;268.398
14b09Fc;Unique;398;Hap;14.422;-0.300;48.112;154.019;68.846;186.748;193.754;-14.655;268.398
14b09Lb;Unique;399;Bor;10.213;-1.373;37.903;226.048;76.099;114.468;93.094;-23.839;199.547
14b09Lb;Unique;399;Bor;10.213;-1.373;37.903;226.048;76.099;114.468;93.094;-23.839;199.547
14b09Td;Unique;400;Sad;8.070;-0.670;34.612;517.426;76.490;88.524;122.401;-25.163;225.573
14b09Td;Unique;400;Sad;8.070;-0.670;34.612;517.426;76.490;88.524;122.401;-25.163;225.573
14b09Wa;Unique;401;Ang;16.074;-0.040;55.370;198.383;71.573;144.350;150.009;-12.805;253.601
14b09Wc;Unique;402;Ang;19.446;-0.242;49.059;161.862;73.929;148.661;142.854;-11.785;225.858
14b10Ad;Unique;403;Fea;13.736;-0.630;45.116;182.962;77.420;115.049;111.473;-24.028;314.727
14b10Ad;Unique;403;Fea;13.736;-0.630;45.116;182.962;77.420;115.049;111.473;-24.028;314.727
14b10Eb;Unique;404;Dis;11.051;-1.058;38.867;84.596;78.128;97.205;83.717;-21.946;232.551
14b10Eb;Unique;404;Dis;11.051;-1.058;38.867;84.596;78.128;97.205;83.717;-21.946;232.551
14b10Lb;Unique;405;Bor;10.162;-1.408;31.011;162.160;72.931;119.435;101.297;-23.981;261.287
14b10Lb;Unique;405;Bor;10.162;-1.408;31.011;162.160;72.931;119.435;101.297;-23.981;261.287
14b10Nb;Unique;406;Neu;7.707;-0.872;32.468;341.000;77.241;117.076;104.300;-28.225;288.369
14b10Nb;Unique;406;Neu;7.707;-0.872;32.468;341.000;77.241;117.076;104.300;-28.225;288.369
14b10Tc;Unique;407;Sad;5.602;-0.784;37.979;117.011;77.998;77.918;52.888;-26.923;225.937
14b10Tc;Unique;407;Sad;5.602;-0.784;37.979;117.011;77.998;77.918;52.888;-26.923;225.937
14b10Wc;Unique;408;Ang;15.636;-0.740;54.851;225.018;69.886;154.279;147.828;-16.635;297.455
15a01Ea;Unique;409;Dis;4.229;-1.684;46.878;87.796;75.545;120.789;82.604;-17.556;195.465
15a01Ea;Unique;409;Dis;4.229;-1.684;46.878;87.796;75.545;120.789;82.604;-17.556;195.465
15a01Fb;Unique;410;Hap;10.584;-1.708;77.454;314.652;70.718;148.206;154.348;-15.320;261.513
15a01Fb;Unique;410;Hap;10.584;-1.708;77.454;314.652;70.718;148.206;154.348;-15.320;261.513
15a01La;Unique;411;Bor;1.180;-2.532;25.238;27.309;81.004;63.309;70.816;-20.742;233.406
15a01La;Unique;411;Bor;1.180;-2.532;25.238;27.309;81.004;63.309;70.816;-20.742;233.406
15a01Nb;Unique;412;Neu;1.180;-0.636;39.892;47.515;78.534;79.483;94.136;-18.616;208.512
15a01Nb;Unique;412;Neu;1.180;-0.636;39.892;47.515;78.534;79.483;94.136;-18.616;208.512
15a01Wa;Unique;413;Ang;15.382;-1.576;43.348;31.063;72.596;132.895;129.146;-8.132;221.659
15a02Ac;Unique;414;Fea;9.346;-1.981;44.192;60.079;75.783;115.083;86.014;-20.499;212.633
15a02Ac;Unique;414;Fea;9.346;-1.981;44.192;60.079;75.783;115.083;86.014;-20.499;212.633
15a02Ea;Unique;415;Dis;2.723;-0.226;50.166;237.039;76.960;84.695;92.605;-20.860;206.816
15a02Ea;Unique;415;Dis;2.723;-0.226;50.166;237.039;76.960;84.695;92.605;-20.860;206.816
15a02La;Unique;416;Bor;-1.883;-1.526;22.988;23.636;79.871;45.120;36.041;-23.460;148.668
15a02La;Unique;416;Bor;-1.883;-1.526;22.988;23.636;79.871;45.120;36.041;-23.460;148.668
15a02Na;Unique;417;Neu;-1.382;-0.111;16.867;19.954;73.927;74.005;54.698;-20.212;150.064
15a02Na;Unique;417;Neu;-1.382;-0.111;16.867;19.954;73.927;74.005;54.698;-20.212;150.064
15a02Ta;Unique;418;Sad;0.183;-1.043;39.630;47.136;81.667;76.512;53.515;-27.497;180.565
15a02Ta;Unique;418;Sad;0.183;-1.043;39.630;47.136;81.667;76.512;53.515;-27.497;180.565
15a02Wb;Unique;419;Ang;17.018;-1.499;63.260;192.182;71.231;148.969;168.304;-9.812;227.146
15a02Wd;Unique;420;Ang;11.270;-1.439;46.390;155.432;70.100;123.096;103.264;-12.621;194.628
15a04Ab;Unique;421;Fea;6.941;-2.288;47.939;121.247;76.080;129.957;117.373;-19.569;287.696
15a04Ab;Unique;421;Fea;6.941;-2.288;47.939;121.247;76.080;129.957;117.373;-19.569;287.696
15a04Ac;Unique;422;Fea;10.952;-1.885;54.022;112.352;77.703;120.305;116.886;-17.987;301.185
15a04Ac;Unique;422;Fea;10.952;-1.885;54.022;112.352;77.703;120.305;116.886;-17.987;301.185
15a04Fd;Unique;423;Hap;11.665;-2.088;48.006;101.703;73.324;127.530;122.036;-15.517;205.347
15a04Fd;Unique;423;Hap;11.665;-2.088;48.006;101.703;73.324;127.530;122.036;-15.517;205.347
15a04Nc;Unique;424;Neu;0.770;-0.113;39.394;38.951;76.165;77.053;90.750;-16.428;135.602
15a04Nc;Unique;424;Neu;0.770;-0.113;39.394;38.951;76.165;77.053;90.750;-16.428;135.602
15a04Wa;Unique;425;Ang;14.184;-1.938;45.715;100.371;73.457;104.325;119.707;-6.676;190.267
15a04Wb;Unique;426;Ang;15.040;-1.821;56.477;128.113;73.894;123.050;115.773;-7.047;214.829
15a05Eb;Unique;427;Dis;5.801;-0.620;45.385;104.401;76.151;117.200;108.703;-21.643;219.249
15a05Eb;Unique;427;Dis;5.801;-0.620;45.385;104.401;76.151;117.200;108.703;-21.643;219.249
15a05Fb;Unique;428;Hap;14.867;0.741;70.763;322.877;73.831;140.815;144.417;-20.342;360.232
15a05Fb;Unique;428;Hap;14.867;0.741;70.763;322.877;73.831;140.815;144.417;-20.342;360.232
15a05Lb;Unique;429;Bor;-1.297;-0.840;26.292;34.100;73.439;56.053;59.751;-26.212;259.781
15a05Lb;Unique;429;Bor;-1.297;-0.840;26.292;34.100;73.439;56.053;59.751;-26.212;259.781
15a05Na;Unique;430;Neu;2.210;-0.021;42.566;50.261;73.426;94.152;100.520;-24.341;317.410
15a05Na;Unique;430;Neu;2.210;-0.021;42.566;50.261;73.426;94.152;100.520;-24.341;317.410
15a05Wa;Unique;431;Ang;15.723;-0.578;57.657;236.859;73.258;180.033;205.389;-10.840;366.948
15a07Ac;Unique;432;Fea;9.967;-0.635;60.196;132.056;75.757;152.366;137.505;-21.415;277.008
15a07Ac;Unique;432;Fea;9.967;-0.635;60.196;132.056;75.757;152.366;137.505;-21.415;277.008
15a07Eb;Unique;433;Dis;4.113;-0.017;46.716;144.593;76.694;90.643;72.742;-21.733;255.246
15a07Eb;Unique;433;Dis;4.113;-0.017;46.716;144.593;76.694;90.643;72.742;-21.733;255.246
15a07Fa;Unique;434;Hap;14.521;-0.794;55.244;269.010;74.401;170.224;178.832;-14.241;263.118
15a07Fa;Unique;434;Hap;14.521;-0.794;55.244;269.010;74.401;170.224;178.832;-14.241;263.118
